"Collection Name","Field","Type","DB Constraints","Description","Validation"
"User","fayda_issued_by","string","nullable","The authority or organization that issued the user's Fayda ID, used for identity verification.","None explicitly defined in DTO"
"User","fayda_monthly_income","uint64","nullable","The monthly income of the user as recorded in the Fayda system, used for financial assessment and risk evaluation.","None explicitly defined in DTO"
"User","fayda_risk_level","constants.RiskLevel","nullable","An enumeration indicating the risk level assessment for this user based on Fayda data: LOW, MEDIUM, or HIGH, used for risk management.","None explicitly defined in DTO"
"User","address","types.Address","nullable","A structure containing the user's address information including street, city, region, and postal code, used for contact and verification purposes.","None explicitly defined in DTO"
"User","account_type","constants.AccountType","nullable","An enumeration indicating the type of account held by the user, such as INDIVIDUAL or CORPORATE, determining account features and restrictions.","None explicitly defined in DTO"
"User","document_front","string","nullable","The file path or URL reference to the front side of the user's identification document, used for KYC verification.","None explicitly defined in DTO"
"User","document_back","string","nullable","The file path or URL reference to the back side of the user's identification document, used for KYC verification.","None explicitly defined in DTO"
"User","photo","string","nullable","The file path or URL reference to the user's profile photo, used for visual identification and account verification.","None explicitly defined in DTO"
"User","signature","string","nullable","The file path or URL reference to the user's signature image, used for document signing and verification purposes.","None explicitly defined in DTO"
"User","avatar","string","nullable","The file path or URL reference to the user's avatar image, used for profile display in the application interface.","None explicitly defined in DTO"
"User","email","string","nullable","The email address associated with the user's account, used for communication and account recovery.","None explicitly defined in DTO"
"User","username","string","nullable","The unique username chosen by or assigned to the user for login and account identification purposes.","None explicitly defined in DTO"
"User","push_token","string","nullable","The push notification token for the user's device, used for sending push notifications to the mobile application.","None explicitly defined in DTO"
"User","realm","constants.Realm","nullable","An enumeration indicating the organizational realm of the user, such as ELST, BANK, or MEMBER, determining user scope and access.","None explicitly defined in DTO"
"User","is_account_blocked","bool","nullable","Boolean flag indicating whether the user's account has been blocked, preventing account access and transactions.","None explicitly defined in DTO"
"User","main_account","string","nullable","The account number of the user's primary or main bank account, used as the default account for transactions.","None explicitly defined in DTO"
"User","last_main_account","string","nullable","The previous main account number before the current main account was set, providing historical account tracking.","None explicitly defined in DTO"
"User","account_linked","bool","nullable","Boolean flag indicating whether the user has successfully linked at least one bank account to their profile.","None explicitly defined in DTO"
"User","last_account_linked","bool","nullable","The previous account linked status before the current status, providing historical account linkage tracking.","None explicitly defined in DTO"
"User","member_type","constants.MemberType","nullable","An enumeration indicating the member type of the user, such as INDIVIDUAL or CORPORATE, determining membership features and restrictions.","None explicitly defined in DTO"
"User","account_status","constants.AccountStatus","nullable","An enumeration indicating the current status of the user's account, such as ACTIVE, INACTIVE, SUSPENDED, or CLOSED, determining account access levels.","None explicitly defined in DTO"
"User","kyc_reject_reason_failed","map[string]struct{}","nullable","A map structure containing field-level rejection reasons for KYC verification failures, providing detailed feedback on which specific fields failed validation.","None explicitly defined in DTO"
"User","kyc_status","constants.KYCStatus","nullable","An enumeration indicating the current KYC verification status: PENDING, APPROVED, or REJECTED, determining account access levels.","None explicitly defined in DTO"
"User","kyc_reject_reason","string","nullable","A textual description explaining why the KYC verification was rejected, providing actionable feedback for users to address verification issues.","None explicitly defined in DTO"
"User","kyc_approved","bool","nullable","Boolean flag indicating whether the KYC verification process has been successfully completed and approved for this user.","None explicitly defined in DTO"
"User","kyc_activity_by","any","nullable","The identifier or reference to the user or system that performed the KYC activity, used for audit trail and accountability purposes.","None explicitly defined in DTO"
"User","kyc_level","uint8","nullable","A numeric level indicating the depth of KYC verification completed, with higher levels typically requiring more comprehensive identity documentation.","None explicitly defined in DTO"
"User","branch_approved","bool","nullable","Boolean flag indicating whether the user's account has been approved by a branch officer, completing the branch-level approval process.","None explicitly defined in DTO"
"User","is_verified","bool","nullable","Boolean flag indicating whether the user's identity has been verified through the verification process.","None explicitly defined in DTO"
"User","is_self_register","bool","nullable","Boolean flag indicating whether the user registered themselves through self-registration, or was registered by a branch officer.","None explicitly defined in DTO"
"User","blocked_on_cps","bool","nullable","Boolean flag indicating whether the user's account has been blocked on the CPS (Customer Portal System), used for account access control.","None explicitly defined in DTO"
"User","is_blocked","bool","nullable","Boolean flag indicating whether the user's account is currently blocked, preventing account access and transactions.","None explicitly defined in DTO"
"User","register_by","struct{}","nullable","A structure containing information about who registered this user, including registrar identifier and registration method, used for audit purposes.","None explicitly defined in DTO"
"User","login_attempt_count","uint8","nullable","A counter tracking the number of consecutive failed login attempts, used for account security and potential lockout mechanisms.","None explicitly defined in DTO"
"User","next_attempt_count","time.Time","nullable","Timestamp indicating when the next login attempt will be allowed after a series of failed attempts.","None explicitly defined in DTO"
"User","last_login_attempt","time.Time","nullable","Timestamp of the most recent login attempt, whether successful or failed.","None explicitly defined in DTO"
"User","last_online_date","time.Time","nullable","The most recent date when the user was active online in the application, used for activity tracking.","None explicitly defined in DTO"
"User","last_login","time.Time","nullable","Timestamp of the most recent successful login by the user.","None explicitly defined in DTO"
"User","bps_reject_status","constants.BPSStatus","nullable","An enumeration indicating the BPS (Banking Processing System) rejection status for this user, such as APPROVED, REJECTED, or PENDING.","None explicitly defined in DTO"
"User","blocked_on","constants.BlockedOn","nullable","An enumeration indicating where or why the user's account was blocked, such as CPS, BPS, or MANUAL, providing blocking context.","None explicitly defined in DTO"
"User","blocked_reason","string","nullable","A textual description explaining why the user's account was blocked, providing detailed blocking information for audit and user communication.","None explicitly defined in DTO"
"User","bps_reject_reason","string","nullable","A textual description explaining why the user was rejected by the BPS system, providing feedback on rejection causes.","None explicitly defined in DTO"
"User","bps_reject_failed","[]string","nullable","An array of field names that failed BPS validation, providing detailed feedback on which specific fields caused the rejection.","None explicitly defined in DTO"
"User","login_pin","types.LoginPIN","nullable","A structure containing the user's encrypted login PIN information, including PIN hash, salt, and PIN change timestamp, used for authentication.","None explicitly defined in DTO"
"User","device_uuid","string","nullable","The unique device identifier (UUID) of the user's mobile device, used for device-based authentication and security tracking.","None explicitly defined in DTO"
"User","app_version","string","nullable","The version number of the mobile application installed on the user's device, used for compatibility checking and version tracking.","None explicitly defined in DTO"
"User","platform","constants.Platform","nullable","An enumeration indicating the mobile platform type: ANDROID or IOS, used for platform-specific functionality and tracking.","None explicitly defined in DTO"
"User","application_installation_date","time.Time","nullable","Timestamp indicating when the mobile application was installed on the user's device, used for device tracking and analytics.","None explicitly defined in DTO"
"User","customer_number","string","nullable","The Customer Information File (CIF) number associated with this user, serving as a unique identifier for the customer in the banking system.","None explicitly defined in DTO"
"User","initial_linked_date","time.Time","nullable","Timestamp indicating when the user first linked a bank account to their profile, marking the initial account linkage.","None explicitly defined in DTO"
"User","loan_score","uint16","nullable","A numeric credit score or loan eligibility score for the user, used for loan assessment and risk evaluation.","None explicitly defined in DTO"
"User","device_status","constants.DeviceStatus","nullable","An enumeration indicating the status of the user's device, such as ACTIVE, INACTIVE, or BLOCKED, used for device management and security.","None explicitly defined in DTO"
"User","enabled","bool","NOT NULL","Boolean flag indicating whether the user account is currently enabled and active in the system.","None explicitly defined in DTO"
"User","first_pin_set","bool","nullable","Boolean flag indicating whether the user has completed the initial PIN setup process.","None explicitly defined in DTO"
"User","pin_changed_at","time.Time","nullable","Timestamp indicating when the user's PIN was last changed, used for PIN expiration and security policy enforcement.","None explicitly defined in DTO"
"User","otp_verify_count","uint8","nullable","A counter tracking the number of OTP verification attempts, used for rate limiting and security policy enforcement.","None explicitly defined in DTO"
"User","initial_linked_at","time.Time","nullable","Timestamp indicating when the user first linked a bank account to their profile, marking the initial account linkage.","None explicitly defined in DTO"
"User","created_at","time.Time","nullable","Timestamp when this user record was initially created in the system.","None explicitly defined in DTO"
"User","last_modified_at","time.Time","nullable","Timestamp indicating the most recent modification to this user record.","None explicitly defined in DTO"
"User","is_deleted","bool","nullable","Soft delete flag indicating whether this user record has been marked for deletion.","None explicitly defined in DTO"
"ValidationRule","id","bson.ObjectID","PK, auto-generated","The primary key serving as a unique, auto-generated MongoDB ObjectID identifier for each ValidationRule record.","None explicitly defined in DTO"
"ValidationRule","entity_type","string","NOT NULL","The type of entity this validation rule applies to, such as 'USER', 'ACCOUNT', or 'TRANSACTION', determining rule scope.","None explicitly defined in DTO"
"ValidationRule","validation_for","string","NOT NULL","The specific field or attribute this validation rule validates, such as 'PHONE_NUMBER', 'EMAIL', or 'ACCOUNT_NUMBER', determining validation target.","None explicitly defined in DTO"
"ValidationRule","identifier","string","NOT NULL","A unique identifier for this validation rule, used for rule lookup and referencing.","None explicitly defined in DTO"
"ValidationRule","min_length","int","NOT NULL","The minimum length requirement for values validated by this rule, enforcing minimum length constraints.","None explicitly defined in DTO"
"ValidationRule","max_length","int","NOT NULL","The maximum length requirement for values validated by this rule, enforcing maximum length constraints.","None explicitly defined in DTO"
"ValidationRule","enabled","bool","NOT NULL","Boolean flag indicating whether this validation rule is currently enabled and active in the system.","None explicitly defined in DTO"
"ValidationRule","is_deleted","bool","NOT NULL","Soft delete flag indicating whether this validation rule record has been marked for deletion.","None explicitly defined in DTO"
"ValidationRule","created_at","time.Time","NOT NULL","Timestamp when this validation rule record was initially created in the system.","None explicitly defined in DTO"
"ValidationRule","last_modified_at","time.Time","NOT NULL","Timestamp indicating the most recent modification to this validation rule record.","None explicitly defined in DTO"
"ValidationRule","service_id","string","NOT NULL","The identifier of the service this validation rule applies to, linking the rule to a specific service configuration.","None explicitly defined in DTO"
"VaultGroupCategory","id","string","PK","The primary key serving as a unique identifier for each VaultGroupCategory record, typically a string-based identifier.","required, length(1-100 characters), no special characters"
"VaultGroupCategory","name","string","NOT NULL","The human-readable name of the vault group category, used for organizing and categorizing vault products.","required, length(1-100 characters), no special characters"
"VaultGroupCategory","description","string","nullable","A detailed description of the vault group category, explaining its purpose and characteristics.","length(0-500 characters)"
"VaultGroupCategory","is_active","bool","NOT NULL","Boolean flag indicating whether this vault group category is currently active and available for use.","None explicitly defined in DTO"
"VaultGroupCategory","is_deleted","bool","NOT NULL","Soft delete flag indicating whether this vault group category record has been marked for deletion.","None explicitly defined in DTO"
"VaultGroupCategory","created_at","time.Time","NOT NULL","Timestamp when this vault group category record was initially created in the system.","None explicitly defined in DTO"
"VaultGroupCategory","updated_at","time.Time","NOT NULL","Timestamp indicating the most recent modification to this vault group category record.","None explicitly defined in DTO"
"VaultGroupCategory","deleted_at","*time.Time","nullable","Timestamp indicating when this vault group category record was soft-deleted, providing an audit trail for data lifecycle management.","None explicitly defined in DTO"
"VaultGroupCategory","created_by","string","NOT NULL","The identifier of the user or system that created this vault group category record, used for audit and accountability purposes.","None explicitly defined in DTO"
"VaultGroupCategory","updated_by","string","NOT NULL","The identifier of the user or system that last modified this vault group category record, used for audit and accountability purposes.","None explicitly defined in DTO"
"Wallet","id","bson.ObjectID","PK, auto-generated","The primary key serving as a unique, auto-generated MongoDB ObjectID identifier for each Wallet record.","None explicitly defined in DTO"
"Wallet","name","string","NOT NULL","The name of the wallet service provider, such as 'M-Pesa' or 'Telebirr', providing identification for the wallet service.","None explicitly defined in DTO"
"Wallet","code","string","NOT NULL","A unique code identifier for this wallet service, used for tracking and referencing specific wallet providers.","None explicitly defined in DTO"
"Wallet","avatar","string","NOT NULL","The file path or URL reference to the avatar or logo image for this wallet service, used for visual identification in the user interface.","None explicitly defined in DTO"
"Wallet","enabled","bool","NOT NULL","Boolean flag indicating whether this wallet service is currently enabled and available for use in the application.","None explicitly defined in DTO"
"Wallet","services","types.Services","NOT NULL","A structure containing service configuration information for this wallet provider, including service codes and settings.","None explicitly defined in DTO"
"Wallet","is_deleted","bool","NOT NULL","Soft delete flag indicating whether this wallet record has been marked for deletion.","None explicitly defined in DTO"
"Wallet","created_at","time.Time","NOT NULL","Timestamp when this wallet record was initially created in the system.","None explicitly defined in DTO"
"Wallet","last_modified_at","time.Time","NOT NULL","Timestamp indicating the most recent modification to this wallet record.","None explicitly defined in DTO"
"Wallet","deleted_at","time.Time","NOT NULL","Timestamp indicating when this wallet record was soft-deleted, providing an audit trail for data lifecycle management.","None explicitly defined in DTO"
"ShortVideo","id","bson.ObjectID","PK, auto-generated","The primary key serving as a unique, auto-generated MongoDB ObjectID identifier for each ShortVideo record.","None explicitly defined in DTO"
"ShortVideo","category_id","bson.ObjectID","NOT NULL, FK to NewsCategory.id","Foreign key reference to the NewsCategory record classifying this short video, establishing the relationship between videos and their categories.","None explicitly defined in DTO"
"ShortVideo","title","string","NOT NULL","The title or headline of the short video, providing a concise summary of the video content displayed to users.","None explicitly defined in DTO"
"ShortVideo","caption","string","NOT NULL","The caption or description text for the short video, providing additional context and information about the video content.","None explicitly defined in DTO"
"ShortVideo","tags","[]bson.ObjectID","NOT NULL, FK to NewsTag.id","An array of NewsTag ObjectIDs associated with this short video, used for categorization and search functionality.","None explicitly defined in DTO"
"ShortVideo","thumbnail","string","NOT NULL","The file path or URL reference to the thumbnail image for this short video, used for visual representation in video listings.","None explicitly defined in DTO"
"ShortVideo","thumbnail_alt_text","string","NOT NULL","Alternative text description for the thumbnail image, used for accessibility and SEO purposes.","None explicitly defined in DTO"
"ShortVideo","video_url","string","NOT NULL","The file path or URL reference to the video file, used for video playback in the application interface.","None explicitly defined in DTO"
"ShortVideo","duration","float64","NOT NULL","The duration of the short video in seconds, used for display and playback control purposes.","None explicitly defined in DTO"
"ShortVideo","views_count","int64","NOT NULL","A counter tracking the number of times this short video has been viewed by users, used for analytics and popularity metrics.","None explicitly defined in DTO"
"ShortVideo","shares_count","int64","NOT NULL","A counter tracking the number of times users have shared this short video, used for engagement analytics.","None explicitly defined in DTO"
"ShortVideo","is_deleted","bool","NOT NULL","Soft delete flag indicating whether this short video record has been marked for deletion.","None explicitly defined in DTO"
"ShortVideo","is_published","bool","NOT NULL","Boolean flag indicating whether this short video is currently published and visible to users in the application interface.","None explicitly defined in DTO"
"ShortVideo","slug","string","NOT NULL","A URL-friendly identifier for the short video, typically derived from the title for use in web interfaces and SEO.","None explicitly defined in DTO"
"ShortVideo","author","string","NOT NULL","The name or identifier of the author who created this short video, used for attribution and content management.","None explicitly defined in DTO"
"ShortVideo","created_at","time.Time","NOT NULL","Timestamp when this short video record was initially created in the system.","None explicitly defined in DTO"
"ShortVideo","updated_at","time.Time","NOT NULL","Timestamp indicating the most recent modification to this short video record.","None explicitly defined in DTO"
"ShortVideo","deleted_at","*time.Time","nullable","Timestamp indicating when this short video record was soft-deleted, providing an audit trail for data lifecycle management.","None explicitly defined in DTO"
"ShortVideo","published_at","*time.Time","nullable","Timestamp indicating when this short video was published, marking when it became visible to users.","None explicitly defined in DTO"
"GroupVaultCategory","id","string","PK","The primary key serving as a unique identifier for each GroupVaultCategory record in the PostgreSQL database.","None explicitly defined in DTO"
"GroupVaultCategory","name","string","NOT NULL","The human-readable name of the vault group category, used for organizing and categorizing vault products.","None explicitly defined in DTO"
"GroupVaultCategory","description","pgtype.Text","nullable","A detailed description of the vault group category, explaining its purpose and characteristics, stored as PostgreSQL text type.","None explicitly defined in DTO"
"GroupVaultCategory","is_active","bool","NOT NULL","Boolean flag indicating whether this vault group category is currently active and available for use.","None explicitly defined in DTO"
"GroupVaultCategory","created_at","time.Time","NOT NULL","Timestamp when this vault group category record was initially created in the PostgreSQL database.","None explicitly defined in DTO"
"GroupVaultCategory","updated_at","time.Time","NOT NULL","Timestamp indicating the most recent modification to this vault group category record.","None explicitly defined in DTO"
"GroupVaultCategory","deleted_at","pgtype.Timestamptz","nullable","Timestamp indicating when this vault group category record was soft-deleted, stored as PostgreSQL timestamp with timezone.","None explicitly defined in DTO"
"GroupVaultCategory","is_deleted","bool","NOT NULL","Soft delete flag indicating whether this vault group category record has been marked for deletion.","None explicitly defined in DTO"
"LockedVault","id","string","PK","The primary key serving as a unique identifier for each LockedVault record in the PostgreSQL database.","None explicitly defined in DTO"
"LockedVault","customer_id","string","NOT NULL, FK to User.id","Foreign key reference to the User record who owns this locked vault, establishing the relationship between users and their vault accounts.","None explicitly defined in DTO"
"LockedVault","linked_account","string","NOT NULL, FK to LinkedAccount.account_number","Foreign key reference to the LinkedAccount record associated with this locked vault, identifying the bank account used for vault operations.","None explicitly defined in DTO"
"LockedVault","product_id","string","NOT NULL, FK to BankVaultProduct.id","Foreign key reference to the BankVaultProduct record defining the vault product type and terms for this locked vault.","None explicitly defined in DTO"
"LockedVault","principal","decimal.Decimal","NOT NULL","The principal amount deposited in this locked vault, representing the initial investment amount in high-precision decimal format.","None explicitly defined in DTO"
"LockedVault","start_date","time.Time","NOT NULL","Timestamp indicating when this locked vault was opened and the lock period began, marking the start of the vault term.","None explicitly defined in DTO"
"LockedVault","maturity_date","time.Time","NOT NULL","Timestamp indicating when this locked vault will mature and become eligible for payout, marking the end of the lock period.","None explicitly defined in DTO"
"LockedVault","status","constants.VaultStatus","NOT NULL","An enumeration indicating the current status of the locked vault: ACTIVE, MATURED, UNLOCKED_EARLY, or PAID_OUT, tracking vault lifecycle.","None explicitly defined in DTO"
"LockedVault","terms_version","string","NOT NULL","The version identifier of the terms and conditions accepted by the customer when opening this vault, used for legal compliance and audit purposes.","None explicitly defined in DTO"
"LockedVault","terms_accepted_at","time.Time","NOT NULL","Timestamp indicating when the customer accepted the vault terms and conditions, marking the acceptance of the vault agreement.","None explicitly defined in DTO"
"LockedVault","rate_bps","decimal.Decimal","NOT NULL","The interest rate for this locked vault expressed in basis points (BPS), where 100 BPS equals 1%, stored in high-precision decimal format.","None explicitly defined in DTO"
"LockedVault","method","constants.AccrualMethod","NOT NULL","An enumeration indicating the interest accrual method: SIMPLE or COMPOUND, determining how interest is calculated and applied.","None explicitly defined in DTO"
"LockedVault","frequency","constants.AccrualFrequency","NOT NULL","An enumeration indicating how frequently interest accrues: DAILY, MONTHLY, QUARTERLY, or ANNUALLY, determining interest calculation intervals.","None explicitly defined in DTO"
"LockedVault","early_unlock_fee_bps","decimal.Decimal","NOT NULL","The early unlock fee expressed in basis points (BPS) that applies if the vault is unlocked before maturity, stored in high-precision decimal format.","None explicitly defined in DTO"
"LockedVault","lock_period","time.Duration","NOT NULL","The duration of the lock period for this vault, specifying how long the funds must remain locked before maturity, stored as a time duration.","None explicitly defined in DTO"
"LockedVault","created_at","time.Time","NOT NULL","Timestamp when this locked vault record was initially created in the PostgreSQL database.","None explicitly defined in DTO"
"LockedVault","updated_at","time.Time","NOT NULL","Timestamp indicating the most recent modification to this locked vault record.","None explicitly defined in DTO"
"LockedVault","closed_at","sql.NullTime","nullable","Timestamp indicating when this locked vault was closed, marking the completion of the vault lifecycle, stored as nullable SQL time.","None explicitly defined in DTO"
"LockedVault","deleted_at","sql.NullTime","nullable","Timestamp indicating when this locked vault record was soft-deleted, providing an audit trail for data lifecycle management, stored as nullable SQL time.","None explicitly defined in DTO"
"EcommerceMerchant","id","bson.ObjectID","PK, auto-generated (omitempty)","The primary key serving as a unique, auto-generated MongoDB ObjectID identifier for each EcommerceMerchant record.","required (auto-generated, no user input needed)"
"EcommerceMerchant","merchant_code","string","NOT NULL","Unique merchant code used for identification and routing.","None explicitly defined in DTO"
"EcommerceMerchant","merchant_name","string","NOT NULL","Merchant name used for display and identification.","None explicitly defined in DTO"
"EcommerceMerchant","settlement_method","string","NOT NULL","Settlement method used for payouts/collections.","None explicitly defined in DTO"
"EcommerceMerchant","branches","[]types.BranchInformation","NOT NULL","List of merchant branches/locations.","None explicitly defined in DTO"
"EcommerceMerchant","email","string","NOT NULL","Merchant contact email.","None explicitly defined in DTO"
"EcommerceMerchant","phone_number","string","NOT NULL","Merchant contact phone number.","None explicitly defined in DTO"
"EcommerceMerchant","enabled","bool","NOT NULL","Boolean flag indicating whether this merchant is active.","None explicitly defined in DTO"
"EcommerceMerchant","is_deleted","bool","NOT NULL","Soft delete flag.","None explicitly defined in DTO"
"EcommerceMerchant","created_at","time.Time","NOT NULL","Timestamp when the merchant record was created.","None explicitly defined in DTO"
"EcommerceMerchant","updated_at","time.Time","NOT NULL","Timestamp indicating the most recent modification to this merchant record.","None explicitly defined in DTO"
"EcommerceMerchant","deleted_at","*time.Time","nullable","Timestamp indicating when this merchant was soft-deleted.","None explicitly defined in DTO"
"EcommerceMerchant","bank_account_number","string","optional (omitempty)","Settlement bank account number (optional).","None explicitly defined in DTO"
"LogisticsMerchant","id","bson.ObjectID","PK","The primary key serving as a unique, auto-generated MongoDB ObjectID identifier for each LogisticsMerchant record.","required (auto-generated, no user input needed)"
"LogisticsMerchant","merchant_id","string","NOT NULL","Merchant identifier used by the logistics system/integration.","None explicitly defined in DTO"
"LogisticsMerchant","merchant_type","string","NOT NULL","Logistics merchant type/category.","None explicitly defined in DTO"
"LogisticsMerchant","settlement_method","string","NOT NULL","Settlement method used for payouts/collections.","None explicitly defined in DTO"
"LogisticsMerchant","merchant_name","string","NOT NULL","Merchant name used for display and identification.","None explicitly defined in DTO"
"LogisticsMerchant","bank_account_number","string","NOT NULL","Settlement bank account number.","None explicitly defined in DTO"
"LogisticsMerchant","enabled","bool","NOT NULL","Boolean flag indicating whether this merchant is active.","None explicitly defined in DTO"
"LogisticsMerchant","is_deleted","bool","NOT NULL","Soft delete flag.","None explicitly defined in DTO"
"LogisticsMerchant","created_at","time.Time","NOT NULL","Timestamp when the merchant record was created.","None explicitly defined in DTO"
"LogisticsMerchant","updated_at","time.Time","NOT NULL","Timestamp indicating the most recent modification to this merchant record.","None explicitly defined in DTO"
"LogisticsMerchant","deleted_at","time.Time","NOT NULL (can be zero)","Timestamp indicating when this merchant was soft-deleted (may be zero-value in code).","None explicitly defined in DTO"
"UssdMerchant","id","bson.ObjectID","PK","The primary key serving as a unique, auto-generated MongoDB ObjectID identifier for each UssdMerchant record.","required (auto-generated, no user input needed)"
"UssdMerchant","merchant_code","string","NOT NULL","Merchant code used for USSD routing/identification.","None explicitly defined in DTO"
"UssdMerchant","credential","string","NOT NULL","Credential/secret used for authenticating merchant integration.","None explicitly defined in DTO"
"UssdMerchant","name","string","NOT NULL","Merchant display name.","None explicitly defined in DTO"
"UssdMerchant","settlement_method","constants.SettlementMethod","NOT NULL","Settlement method enum for this merchant.","None explicitly defined in DTO"
"UssdMerchant","phone_number","string","NOT NULL","Merchant contact phone number.","None explicitly defined in DTO"
"UssdMerchant","email","string","NOT NULL","Merchant contact email.","None explicitly defined in DTO"
"UssdMerchant","service","string","NOT NULL","Service identifier/name this merchant provides via USSD.","None explicitly defined in DTO"
"UssdMerchant","account_number","string","NOT NULL","Settlement/collection account number.","None explicitly defined in DTO"
"UssdMerchant","logo","string","NOT NULL","Logo path/URL.","None explicitly defined in DTO"
"UssdMerchant","enabled","bool","NOT NULL","Boolean flag indicating whether this merchant is enabled.","None explicitly defined in DTO"
"UssdMerchant","created_at","time.Time","NOT NULL","Timestamp when the merchant record was created.","None explicitly defined in DTO"
"UssdMerchant","updated_at","time.Time","NOT NULL","Timestamp indicating the most recent modification to this merchant record.","None explicitly defined in DTO"
